INT Temp [°C];AUX Temp [°C];COMP Temp [°C];RELAY Temp [°C];INT Filter Temp [°C];AUX Filter Temp [°C];COMP Filter Temp [°C];RELAY Filter Temp [°C];Relay Control;Battery Charger;Power Dissipation [W];Relay Resistance [Ohm]
23.4996;21.0280;24.1115;23.3470;23.5717;21.0644;24.1528;23.4775;0.0000;0.0000;0.0000;0.0143
23.6014;21.0280;24.1626;23.4996;23.5716;21.0645;24.1530;23.4768;0.0000;0.0000;0.0000;0.0143
23.5505;21.1030;24.1370;23.4996;23.5704;21.0647;24.1519;23.4758;0.0000;0.0000;0.0000;0.0143
23.4233;21.0780;24.1115;23.2962;23.5715;21.0646;24.1525;23.4747;0.0000;0.0000;0.0000;0.0143
23.6523;21.1281;23.9327;23.5505;23.5719;21.0646;24.1517;23.4733;0.0000;0.0000;0.0000;0.0143
23.4487;21.0780;24.2137;23.4233;23.5716;21.0646;24.1520;23.4724;0.0000;0.0000;0.0000;0.0143
23.5505;21.1030;24.3673;23.5505;23.5701;21.0646;24.1529;23.4726;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.0859;23.3216;23.5696;21.0648;24.1527;23.4725;0.0000;0.0000;0.0000;0.0143
23.6014;21.0280;24.1115;23.4487;23.5710;21.0648;24.1530;23.4737;0.0000;0.0000;0.0000;0.0143
23.5759;20.9029;24.1370;23.7542;23.5705;21.0646;24.1523;23.4735;0.0000;0.0000;0.0000;0.0143
23.6268;20.9529;24.0604;23.2201;23.5707;21.0645;24.1513;23.4711;0.0000;0.0000;0.0000;0.0143
23.6014;21.1030;24.1626;23.4233;23.5699;21.0644;24.1515;23.4707;0.0000;0.0000;0.0000;0.0143
23.6268;21.0780;24.1370;23.5505;23.5674;21.0644;24.1513;23.4696;0.0000;0.0000;0.0000;0.0143
23.5759;20.9779;24.1370;23.6268;23.5669;21.0645;24.1506;23.4692;0.0000;0.0000;0.0000;0.0143
23.5250;21.1782;24.1626;23.5759;23.5662;21.0645;24.1511;23.4694;0.0000;0.0000;0.0000;0.0143
23.4996;21.0029;24.1370;23.3725;23.5655;21.0647;24.1506;23.4689;0.0000;0.0000;0.0000;0.0143
23.7032;21.0280;24.0859;23.5505;23.5666;21.0645;24.1503;23.4702;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.2393;23.4233;23.5662;21.0646;24.1503;23.4699;0.0000;0.0000;0.0000;0.0143
23.6268;21.1030;24.0348;23.3979;23.5669;21.0647;24.1497;23.4685;0.0000;0.0000;0.0000;0.0143
23.5759;21.0780;24.2649;23.4233;23.5668;21.0648;24.1502;23.4677;0.0000;0.0000;0.0000;0.0143
23.5759;21.1030;24.1882;23.3979;23.5665;21.0649;24.1497;23.4676;0.0000;0.0000;0.0000;0.0143
23.5759;21.0280;24.0859;23.4233;23.5667;21.0650;24.1495;23.4685;0.0000;0.0000;0.0000;0.0143
23.6014;21.2283;24.0348;23.5250;23.5666;21.0651;24.1496;23.4680;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1370;23.4233;23.5659;21.0652;24.1495;23.4669;0.0000;0.0000;0.0000;0.0143
23.5759;21.1281;24.1882;23.6268;23.5664;21.0651;24.1502;23.4678;0.0000;0.0000;0.0000;0.0143
23.6523;21.1531;24.1370;23.4996;23.5666;21.0652;24.1508;23.4667;0.0000;0.0000;0.0000;0.0143
23.4233;21.0280;24.0859;23.5250;23.5672;21.0651;24.1508;23.4673;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;23.9327;23.3216;23.5671;21.0652;24.1503;23.4664;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.2649;23.6268;23.5663;21.0652;24.1506;23.4668;0.0000;0.0000;0.0000;0.0143
23.4233;21.0029;24.1882;23.4741;23.5646;21.0652;24.1480;23.4667;0.0000;0.0000;0.0000;0.0143
23.6268;21.0280;24.2393;23.5250;23.5644;21.0653;24.1470;23.4663;0.0000;0.0000;0.0000;0.0143
23.5250;21.2283;24.0604;23.3216;23.5640;21.0654;24.1462;23.4649;0.0000;0.0000;0.0000;0.0143
23.5250;20.9529;24.1882;23.5759;23.5637;21.0652;24.1468;23.4645;0.0000;0.0000;0.0000;0.0143
23.6014;20.9279;24.2649;23.3216;23.5631;21.0651;24.1479;23.4624;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1370;23.5250;23.5629;21.0650;24.1482;23.4633;0.0000;0.0000;0.0000;0.0143
23.4996;21.1030;24.2137;23.4233;23.5623;21.0651;24.1475;23.4623;0.0000;0.0000;0.0000;0.0143
23.6014;21.0280;24.1115;23.4996;23.5626;21.0650;24.1474;23.4627;0.0000;0.0000;0.0000;0.0143
23.5505;20.9779;24.1626;23.4741;23.5642;21.0649;24.1473;23.4627;0.0000;0.0000;0.0000;0.0143
23.6523;21.0280;24.1115;23.3979;23.5640;21.0650;24.1474;23.4628;0.0000;0.0000;0.0000;0.0143
23.5250;20.9779;24.0604;23.4233;23.5636;21.0649;24.1462;23.4625;0.0000;0.0000;0.0000;0.0143
23.6014;21.1030;24.1370;23.4996;23.5652;21.0649;24.1460;23.4623;0.0000;0.0000;0.0000;0.0143
23.6014;21.0530;24.1115;23.7032;23.5645;21.0649;24.1464;23.4627;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.0348;23.4233;23.5634;21.0649;24.1465;23.4624;0.0000;0.0000;0.0000;0.0143
23.5759;20.9779;24.1882;23.5759;23.5640;21.0651;24.1467;23.4619;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.1370;23.4996;23.5635;21.0651;24.1472;23.4615;0.0000;0.0000;0.0000;0.0143
23.6268;21.1782;24.0348;23.5250;23.5635;21.0649;24.1472;23.4619;0.0000;0.0000;0.0000;0.0143
23.6523;21.1281;24.1882;23.3216;23.5644;21.0650;24.1468;23.4607;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;24.0859;23.3216;23.5631;21.0650;24.1465;23.4611;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1370;23.5250;23.5623;21.0650;24.1469;23.4608;0.0000;0.0000;0.0000;0.0143
23.5759;21.0280;24.0348;23.4233;23.5617;21.0650;24.1456;23.4620;0.0000;0.0000;0.0000;0.0143
23.6014;20.9779;24.0348;23.5505;23.5619;21.0651;24.1452;23.4627;0.0000;0.0000;0.0000;0.0143
23.5250;21.1030;24.0859;23.4233;23.5610;21.0652;24.1448;23.4621;0.0000;0.0000;0.0000;0.0143
23.3725;21.0530;24.1370;23.4487;23.5600;21.0652;24.1453;23.4617;0.0000;0.0000;0.0000;0.0143
23.4233;21.0029;24.1882;23.3216;23.5603;21.0653;24.1466;23.4616;0.0000;0.0000;0.0000;0.0143
23.6268;21.0780;24.1370;23.4233;23.5600;21.0653;24.1464;23.4598;0.0000;0.0000;0.0000;0.0143
23.4741;21.0780;24.2137;23.4233;23.5595;21.0653;24.1476;23.4596;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.3161;23.3979;23.5585;21.0654;24.1479;23.4589;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1370;23.6523;23.5576;21.0655;24.1474;23.4608;0.0000;0.0000;0.0000;0.0143
23.4233;21.1281;24.1626;23.4233;23.5560;21.0657;24.1477;23.4602;0.0000;0.0000;0.0000;0.0143
23.4741;20.9529;24.0859;23.5250;23.5566;21.0658;24.1476;23.4609;0.0000;0.0000;0.0000;0.0143
23.6014;21.1281;24.3673;23.4996;23.5568;21.0658;24.1474;23.4615;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;24.1370;23.5250;23.5561;21.0658;24.1465;23.4635;0.0000;0.0000;0.0000;0.0143
23.6014;20.9529;24.0604;23.4487;23.5563;21.0658;24.1455;23.4632;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;24.2137;23.5250;23.5573;21.0658;24.1462;23.4640;0.0000;0.0000;0.0000;0.0143
23.5759;21.0280;24.0348;23.5505;23.5581;21.0658;24.1471;23.4635;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;24.2137;23.4487;23.5583;21.0659;24.1465;23.4627;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.1626;23.4487;23.5582;21.0659;24.1465;23.4621;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.0859;23.4487;23.5575;21.0658;24.1462;23.4616;0.0000;0.0000;0.0000;0.0143
23.5759;21.0780;24.1370;23.5250;23.5572;21.0658;24.1466;23.4591;0.0000;0.0000;0.0000;0.0143
23.5759;21.0280;24.0093;23.5505;23.5574;21.0659;24.1467;23.4600;0.0000;0.0000;0.0000;0.0143
23.5759;21.0780;24.1626;23.3979;23.5578;21.0660;24.1462;23.4604;0.0000;0.0000;0.0000;0.0143
23.6778;21.0029;24.1370;23.4233;23.5574;21.0660;24.1467;23.4599;0.0000;0.0000;0.0000;0.0143
23.4996;21.0029;24.1370;23.3216;23.5581;21.0662;24.1470;23.4588;0.0000;0.0000;0.0000;0.0143
23.5505;21.0530;24.1626;23.4233;23.5588;21.0664;24.1464;23.4594;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.1370;23.3725;23.5576;21.0664;24.1467;23.4596;0.0000;0.0000;0.0000;0.0143
23.6523;21.0780;24.0604;23.4233;23.5568;21.0664;24.1456;23.4596;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.1370;23.4996;23.5560;21.0663;24.1447;23.4590;0.0000;0.0000;0.0000;0.0143
23.5250;20.9029;24.2137;23.4741;23.5563;21.0663;24.1450;23.4590;0.0000;0.0000;0.0000;0.0143
23.6523;21.0280;24.1882;23.4233;23.5571;21.0664;24.1453;23.4594;0.0000;0.0000;0.0000;0.0143
23.5250;21.0780;24.1626;23.5250;23.5573;21.0665;24.1450;23.4579;0.0000;0.0000;0.0000;0.0143
23.4996;21.2283;24.1626;23.3725;23.5569;21.0665;24.1438;23.4570;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1115;23.5759;23.5564;21.0667;24.1435;23.4575;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1370;23.4487;23.5564;21.0668;24.1427;23.4578;0.0000;0.0000;0.0000;0.0143
23.4487;21.1030;24.1626;23.4233;23.5554;21.0667;24.1418;23.4570;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.0348;23.4233;23.5551;21.0667;24.1410;23.4569;0.0000;0.0000;0.0000;0.0143
23.5250;21.1030;24.2649;23.4487;23.5561;21.0667;24.1417;23.4569;0.0000;0.0000;0.0000;0.0143
23.5250;21.1030;24.1882;23.5505;23.5558;21.0669;24.1419;23.4586;0.0000;0.0000;0.0000;0.0143
23.6014;21.0280;24.1626;23.4996;23.5565;21.0668;24.1424;23.4588;0.0000;0.0000;0.0000;0.0143
23.6014;21.0029;24.2393;23.6523;23.5566;21.0669;24.1429;23.4587;0.0000;0.0000;0.0000;0.0143
23.3725;21.0780;24.1882;23.3725;23.5567;21.0670;24.1425;23.4584;0.0000;0.0000;0.0000;0.0143
23.5505;21.1782;24.0348;23.4741;23.5557;21.0670;24.1428;23.4572;0.0000;0.0000;0.0000;0.0143
23.5250;21.0280;24.0604;23.4233;23.5540;21.0668;24.1423;23.4583;0.0000;0.0000;0.0000;0.0143
23.6523;21.0530;24.1626;23.6523;23.5538;21.0669;24.1430;23.4596;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.0604;23.3725;23.5530;21.0669;24.1432;23.4593;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1370;23.4233;23.5524;21.0669;24.1423;23.4584;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.0348;23.5505;23.5532;21.0668;24.1419;23.4588;0.0000;0.0000;0.0000;0.0143
23.4487;21.1030;24.1115;23.3216;23.5526;21.0668;24.1419;23.4588;0.0000;0.0000;0.0000;0.0143
23.4741;21.0780;23.9327;23.3725;23.5521;21.0668;24.1412;23.4573;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;23.9327;23.3979;23.5519;21.0668;24.1412;23.4555;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;24.0093;23.5505;23.5529;21.0667;24.1409;23.4559;0.0000;0.0000;0.0000;0.0143
23.6014;21.0029;24.0093;23.7032;23.5535;21.0667;24.1412;23.4573;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.0859;23.4487;23.5528;21.0667;24.1412;23.4577;0.0000;0.0000;0.0000;0.0143
22.6880;21.0029;24.2137;23.5505;23.5514;21.0665;24.1406;23.4584;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.1370;23.2962;23.5506;21.0667;24.1410;23.4585;0.0000;0.0000;0.0000;0.0143
23.4996;21.0780;24.2649;23.4233;23.5508;21.0668;24.1409;23.4582;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.2137;23.5759;23.5511;21.0669;24.1415;23.4580;0.0000;0.0000;0.0000;0.0143
23.5250;21.1030;24.0348;23.3216;23.5518;21.0668;24.1416;23.4548;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.0859;23.4741;23.5524;21.0667;24.1417;23.4551;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;23.9838;23.3979;23.5516;21.0667;24.1407;23.4546;0.0000;0.0000;0.0000;0.0143
23.5505;21.1281;24.0348;23.3725;23.5516;21.0668;24.1399;23.4537;0.0000;0.0000;0.0000;0.0143
23.4996;21.1782;24.1115;23.3216;23.5513;21.0668;24.1396;23.4527;0.0000;0.0000;0.0000;0.0143
23.4996;21.1281;24.1626;23.3216;23.5510;21.0668;24.1397;23.4512;0.0000;0.0000;0.0000;0.0143
23.5505;20.9779;24.1115;23.4233;23.5518;21.0669;24.1406;23.4518;0.0000;0.0000;0.0000;0.0143
23.5505;20.9529;24.0348;23.4487;23.5516;21.0669;24.1402;23.4513;0.0000;0.0000;0.0000;0.0143
23.4996;21.0530;24.1370;23.4996;23.5513;21.0668;24.1394;23.4508;0.0000;0.0000;0.0000;0.0143
23.6014;21.1030;24.2137;23.4233;23.5522;21.0668;24.1391;23.4500;0.0000;0.0000;0.0000;0.0143
23.5759;21.1281;24.0604;23.3725;23.5513;21.0669;24.1393;23.4506;0.0000;0.0000;0.0000;0.0143
23.4996;21.0530;24.0348;23.4996;23.5510;21.0669;24.1378;23.4505;0.0000;0.0000;0.0000;0.0143
23.5505;21.1030;24.1626;23.5505;23.5506;21.0668;24.1373;23.4507;0.0000;0.0000;0.0000;0.0143
23.5250;21.0780;24.1115;23.3470;23.5515;21.0668;24.1367;23.4498;0.0000;0.0000;0.0000;0.0143
23.5505;20.9279;24.1626;23.4233;23.5509;21.0669;24.1369;23.4504;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;24.2137;23.4487;23.5514;21.0668;24.1369;23.4496;0.0000;0.0000;0.0000;0.0143
23.6014;21.0029;24.1626;23.4996;23.5515;21.0670;24.1365;23.4492;0.0000;0.0000;0.0000;0.0143
23.6523;20.8529;24.1115;23.3979;23.5521;21.0671;24.1363;23.4496;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.1882;23.5505;23.5519;21.0671;24.1364;23.4506;0.0000;0.0000;0.0000;0.0143
23.6268;21.0029;24.2393;23.3216;23.5521;21.0671;24.1366;23.4508;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.0859;23.4996;23.5509;21.0671;24.1361;23.4512;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.1370;23.2708;23.5510;21.0670;24.1352;23.4505;0.0000;0.0000;0.0000;0.0143
23.6523;21.0530;24.0604;23.5759;23.5517;21.0671;24.1342;23.4519;0.0000;0.0000;0.0000;0.0143
23.4996;21.0280;24.1115;23.3725;23.5508;21.0671;24.1342;23.4517;0.0000;0.0000;0.0000;0.0143
23.6268;21.0280;24.1370;23.4996;23.5510;21.0673;24.1337;23.4515;0.0000;0.0000;0.0000;0.0143
23.4233;20.9779;24.1626;23.3725;23.5509;21.0673;24.1335;23.4491;0.0000;0.0000;0.0000;0.0143
23.6268;21.0029;24.1115;23.4233;23.5501;21.0673;24.1337;23.4481;0.0000;0.0000;0.0000;0.0143
23.5505;21.1030;24.1626;23.5505;23.5501;21.0675;24.1330;23.4484;0.0000;0.0000;0.0000;0.0143
23.4233;21.0780;24.0859;23.4233;23.5502;21.0674;24.1322;23.4485;0.0000;0.0000;0.0000;0.0143
23.4741;21.1281;24.0604;23.3470;23.5498;21.0676;24.1318;23.4480;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;24.1626;23.4487;23.5502;21.0676;24.1315;23.4483;0.0000;0.0000;0.0000;0.0143
23.6014;21.0530;24.0348;23.3979;23.5494;21.0676;24.1296;23.4507;0.0000;0.0000;0.0000;0.0143
23.4996;21.0029;24.1626;23.2201;23.5488;21.0676;24.1290;23.4511;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.1115;23.4233;23.5489;21.0676;24.1286;23.4510;0.0000;0.0000;0.0000;0.0143
23.5759;21.0780;24.1370;23.5250;23.5493;21.0676;24.1290;23.4523;0.0000;0.0000;0.0000;0.0143
23.5505;20.9779;24.1370;23.4741;23.5504;21.0677;24.1294;23.4508;0.0000;0.0000;0.0000;0.0143
23.5250;21.0530;24.1370;23.4487;23.5502;21.0676;24.1292;23.4509;0.0000;0.0000;0.0000;0.0143
23.4741;21.0029;24.0859;23.3725;23.5499;21.0675;24.1287;23.4500;0.0000;0.0000;0.0000;0.0143
23.5505;21.0530;24.1370;23.9582;23.5496;21.0678;24.1287;23.4512;0.0000;0.0000;0.0000;0.0143
23.5505;21.1782;24.2393;23.4996;23.5492;21.0678;24.1280;23.4514;0.0000;0.0000;0.0000;0.0143
23.5250;20.9279;24.0604;23.6014;23.5488;21.0677;24.1287;23.4500;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;24.1626;23.4233;23.5480;21.0676;24.1292;23.4490;0.0000;0.0000;0.0000;0.0143
23.4487;21.1030;24.2137;23.1186;23.5480;21.0676;24.1291;23.4481;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.1115;23.3979;23.5483;21.0676;24.1288;23.4471;0.0000;0.0000;0.0000;0.0143
23.4233;21.0780;23.9582;23.3979;23.5484;21.0677;24.1272;23.4464;0.0000;0.0000;0.0000;0.0143
23.5505;20.9029;24.0348;23.4487;23.5483;21.0677;24.1273;23.4451;0.0000;0.0000;0.0000;0.0143
23.6523;20.9279;24.1882;23.5505;23.5483;21.0676;24.1284;23.4450;0.0000;0.0000;0.0000;0.0143
23.5250;21.0280;24.0604;23.3216;23.5493;21.0675;24.1283;23.4437;0.0000;0.0000;0.0000;0.0143
23.5250;21.0780;24.1115;23.4233;23.5488;21.0676;24.1274;23.4436;0.0000;0.0000;0.0000;0.0143
23.4741;21.0780;24.0348;23.3725;23.5483;21.0675;24.1280;23.4421;0.0000;0.0000;0.0000;0.0143
23.6014;20.9779;24.1115;23.3216;23.5485;21.0674;24.1269;23.4414;0.0000;0.0000;0.0000;0.0143
23.7542;21.0530;24.1370;23.5505;23.5492;21.0675;24.1265;23.4420;0.0000;0.0000;0.0000;0.0143
23.6268;21.1281;24.0604;23.4741;23.5489;21.0673;24.1264;23.4412;0.0000;0.0000;0.0000;0.0143
23.4996;21.0530;24.1370;23.3979;23.5486;21.0672;24.1270;23.4405;0.0000;0.0000;0.0000;0.0143
23.5505;20.9529;24.2137;23.3216;23.5498;21.0670;24.1273;23.4401;0.0000;0.0000;0.0000;0.0143
23.5250;20.9529;24.1115;23.5505;23.5513;21.0671;24.1277;23.4387;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1626;23.4741;23.5509;21.0672;24.1266;23.4379;0.0000;0.0000;0.0000;0.0143
23.5505;21.0280;24.1115;23.3979;23.5508;21.0671;24.1260;23.4385;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.1882;23.3216;23.5504;21.0670;24.1252;23.4372;0.0000;0.0000;0.0000;0.0143
23.4741;20.9529;24.0859;23.4233;23.5506;21.0669;24.1241;23.4363;0.0000;0.0000;0.0000;0.0143
23.4233;20.9029;24.0604;23.4487;23.5494;21.0667;24.1244;23.4348;0.0000;0.0000;0.0000;0.0143
23.6268;20.9029;24.0604;23.3725;23.5497;21.0666;24.1242;23.4342;0.0000;0.0000;0.0000;0.0143
23.5505;21.1281;24.1370;23.4741;23.5489;21.0665;24.1229;23.4338;0.0000;0.0000;0.0000;0.0143
23.5250;20.9529;24.1370;23.4233;23.5495;21.0666;24.1223;23.4323;0.0000;0.0000;0.0000;0.0143
23.5759;21.0029;24.1370;23.4996;23.5499;21.0667;24.1229;23.4331;0.0000;0.0000;0.0000;0.0143
23.4233;21.0280;24.0348;23.4233;23.5497;21.0669;24.1229;23.4321;0.0000;0.0000;0.0000;0.0143
23.4487;21.0029;24.1370;23.4487;23.5511;21.0669;24.1230;23.4314;0.0000;0.0000;0.0000;0.0143
23.6523;21.0780;24.2393;23.3216;23.5506;21.0671;24.1246;23.4289;0.0000;0.0000;0.0000;0.0143
23.5505;21.1030;24.0093;23.3470;23.5508;21.0672;24.1261;23.4284;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.1115;23.4741;23.5516;21.0674;24.1265;23.4286;0.0000;0.0000;0.0000;0.0143
23.6523;21.0530;24.1882;23.3725;23.5521;21.0674;24.1266;23.4283;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.0348;23.4741;23.5516;21.0674;24.1258;23.4285;0.0000;0.0000;0.0000;0.0143
23.4996;21.1030;24.1626;23.3979;23.5514;21.0673;24.1266;23.4272;0.0000;0.0000;0.0000;0.0143
23.5759;21.1281;24.1115;23.3979;23.5512;21.0674;24.1265;23.4280;0.0000;0.0000;0.0000;0.0143
23.6014;20.9779;24.1626;23.5250;23.5507;21.0675;24.1257;23.4280;0.0000;0.0000;0.0000;0.0143
23.6014;21.0029;24.0348;23.3216;23.5508;21.0676;24.1258;23.4264;0.0000;0.0000;0.0000;0.0143
23.5505;21.0029;24.0093;23.2962;23.5513;21.0675;24.1254;23.4252;0.0000;0.0000;0.0000;0.0143
23.6014;21.0780;24.1115;23.4996;23.5505;21.0675;24.1259;23.4257;0.0000;0.0000;0.0000;0.0143
23.6268;21.0780;24.1370;23.3216;23.5509;21.0674;24.1257;23.4239;0.0000;0.0000;0.0000;0.0143
23.6268;21.0780;24.1370;23.3216;23.5511;21.0673;24.1255;23.4248;0.0000;0.0000;0.0000;0.0143
23.6268;21.0029;24.0348;23.3216;23.5509;21.0672;24.1258;23.4242;0.0000;0.0000;0.0000;0.0143
23.5759;21.1030;24.1626;23.4233;23.5506;21.0672;24.1259;23.4247;0.0000;0.0000;0.0000;0.0143
23.4996;21.1281;24.1626;23.4996;23.5499;21.0672;24.1252;23.4245;0.0000;0.0000;0.0000;0.0143
23.4487;21.0280;24.1370;23.3216;23.5488;21.0673;24.1252;23.4238;0.0000;0.0000;0.0000;0.0143
23.5759;21.0530;24.1370;23.3725;23.5497;21.0673;24.1258;23.4235;0.0000;0.0000;0.0000;0.0143
23.4996;21.0780;24.0859;23.5505;23.5485;21.0672;24.1257;23.4242;0.0000;0.0000;0.0000;0.0143
23.4996;21.1281;24.1882;23.3725;23.5470;21.0674;24.1265;23.4237;0.0000;0.0000;0.0000;0.0143
23.4741;20.9779;24.1370;23.5505;23.5462;21.0674;24.1262;23.4250;0.0000;0.0000;0.0000;0.0143
23.5250;21.1281;24.1626;23.5505;23.5473;21.0674;24.1262;23.4250;0.0000;0.0000;0.0000;0.0143
23.4996;21.1281;24.1626;23.4233;23.5477;21.0673;24.1263;23.4251;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1882;23.3979;23.5466;21.0673;24.1254;23.4242;0.0000;0.0000;0.0000;0.0143
23.4233;20.9779;24.1370;23.5505;23.5462;21.0673;24.1250;23.4245;0.0000;0.0000;0.0000;0.0143
23.5505;20.9029;24.1626;23.4487;23.5464;21.0673;24.1248;23.4257;0.0000;0.0000;0.0000;0.0143
23.5250;20.9779;24.0859;23.4741;23.5466;21.0674;24.1243;23.4261;0.0000;0.0000;0.0000;0.0143
23.4741;21.1281;24.2393;23.4487;23.5461;21.0674;24.1239;23.4254;0.0000;0.0000;0.0000;0.0143
23.5505;20.8779;24.1370;23.3725;23.5462;21.0672;24.1240;23.4250;0.0000;0.0000;0.0000;0.0143
23.5250;20.9529;24.1370;23.2962;23.5463;21.0673;24.1226;23.4251;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1115;23.4233;23.5464;21.0673;24.1223;23.4255;0.0000;0.0000;0.0000;0.0143
23.4233;20.9029;24.1370;23.4233;23.5460;21.0672;24.1220;23.4258;0.0000;0.0000;0.0000;0.0143
23.6268;20.9529;24.1115;23.4487;23.5447;21.0672;24.1228;23.4263;0.0000;0.0000;0.0000;0.0143
23.5505;20.9779;24.0859;23.4487;23.5444;21.0671;24.1225;23.4252;0.0000;0.0000;0.0000;0.0143
23.8052;20.9779;23.9838;23.4996;23.5456;21.0672;24.1213;23.4249;0.0000;0.0000;0.0000;0.0143
23.5250;20.9779;24.1882;23.4741;23.5469;21.0672;24.1223;23.4251;0.0000;0.0000;0.0000;0.0143
23.4487;21.1281;24.1626;23.4996;23.5473;21.0672;24.1223;23.4255;0.0000;0.0000;0.0000;0.0143
23.4996;20.9779;24.1882;23.3979;23.5481;21.0672;24.1223;23.4258;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.1115;23.4487;23.5480;21.0674;24.1226;23.4252;0.0000;0.0000;0.0000;0.0143
23.5759;21.0029;24.1626;23.3725;23.5495;21.0676;24.1228;23.4265;0.0000;0.0000;0.0000;0.0143
23.3725;21.1531;24.0604;23.4741;23.5478;21.0676;24.1236;23.4270;0.0000;0.0000;0.0000;0.0143
23.4996;20.9779;24.0093;22.9665;23.5466;21.0676;24.1230;23.4254;0.0000;0.0000;0.0000;0.0143
23.6523;21.0029;24.2393;23.2962;23.5464;21.0675;24.1221;23.4252;0.0000;0.0000;0.0000;0.0143
23.5250;20.9779;24.1115;23.4741;23.5466;21.0675;24.1229;23.4270;0.0000;0.0000;0.0000;0.0143
23.5505;20.9779;24.0604;23.4233;23.5464;21.0676;24.1236;23.4267;0.0000;0.0000;0.0000;0.0143
23.5250;21.0029;24.1370;23.3979;23.5456;21.0675;24.1234;23.4254;0.0000;0.0000;0.0000;0.0143
23.6523;20.9529;24.0604;23.3725;23.5481;21.0677;24.1237;23.4246;0.0000;0.0000;0.0000;0.0143
23.4741;21.0280;24.1370;23.4233;23.5470;21.0677;24.1238;23.4248;0.0000;0.0000;0.0000;0.0143
23.4487;20.9779;24.1370;23.4996;23.5487;21.0678;24.1245;23.4256;0.0000;0.0000;0.0000;0.0143
23.4996;21.0029;24.1115;23.4487;23.5494;21.0678;24.1246;23.4257;0.0000;0.0000;0.0000;0.0143
23.5759;21.0029;24.1115;23.3979;23.5507;21.0679;24.1252;23.4253;0.0000;0.0000;0.0000;0.0143
23.5505;21.0530;24.0859;23.3979;23.5511;21.0680;24.1250;23.4268;0.0000;0.0000;0.0000;0.0143
23.6523;21.1030;24.1626;23.4233;23.5511;21.0681;24.1250;23.4285;0.0000;0.0000;0.0000;0.0143
23.6523;20.9529;24.1626;23.2708;23.5509;21.0681;24.1250;23.4274;0.0000;0.0000;0.0000;0.0143
23.5505;21.0530;24.1370;23.4233;23.5511;21.0680;24.1247;23.4261;0.0000;0.0000;0.0000;0.0143
23.5505;21.0780;24.1626;23.3470;23.5508;21.0680;24.1247;23.4255;0.0000;0.0000;0.0000;0.0143
23.4233;21.0530;24.0859;23.6523;23.5502;21.0680;24.1247;23.4252;0.0000;0.0000;0.0000;0.0143
23.5250;21.1030;24.1115;23.4233;23.5499;21.0680;24.1241;23.4236;0.0000;0.0000;0.0000;0.0143
